dollar,bang,money,n000,make,yesno
0.027,0.167,0.0,0.0,0.0,0
0.0,1.065,0.0,0.0,0.0,0
0.043,1.294,0.84,0.28,0.56,0
0.0,0.531,0.0,0.0,0.0,0
0.182,0.127,0.34,0.17,0.34,0
0.089,0.983,0.0,0.0,0.0,0
0.358,0.43,0.0,2.2,0.44,0
0.472,0.472,0.42,0.0,1.26,0
0.141,0.425,0.0,0.0,0.0,0
0.289,0.072,0.0,0.0,0.0,0
0.0,1.344,0.0,0.0,0.89,0
0.0,0.257,2.04,0.0,0.0,0
0.142,0.427,0.0,0.0,0.0,0
0.0,1.149,0.0,0.0,0.0,0
0.0,0.366,0.0,0.0,0.13,0
0.13,0.52,1.94,0.0,0.0,0
0.063,0.0,0.0,0.0,0.0,0
0.297,0.669,0.0,0.44,0.0,0
0.0,0.477,0.0,0.0,0.0,0
0.0,1.336,0.0,0.0,0.0,0
0.464,0.406,0.0,0.66,0.33,0
1.305,0.163,0.94,0.0,0.0,0
0.062,0.435,1.1,0.36,0.73,0
0.159,0.372,0.0,0.0,0.0,0
0.02,0.352,0.0,0.0,0.0,0
0.099,0.396,0.57,0.0,0.57,0
0.062,0.621,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.583,0.0,0.0,0.0,0
0.672,0.308,0.36,1.09,0.51,0
0.0,0.23,1.05,0.0,0.7,0
0.182,0.728,0.0,1.23,0.3,0
0.0,0.046,0.0,0.0,0.0,0
0.0,0.897,0.0,0.0,0.0,0
0.054,0.337,0.32,0.0,0.56,0
0.022,0.022,0.26,0.13,0.0,0
0.0,1.098,0.0,2.59,0.0,0
0.894,0.246,0.0,0.0,0.09,0
0.106,0.902,0.0,0.0,0.34,0
0.0,0.269,0.0,0.0,0.0,0
0.0,1.111,0.0,0.0,0.0,0
0.0,0.03,0.04,0.0,0.0,0
0.114,0.513,0.0,0.41,0.82,0
0.161,0.644,0.0,0.42,0.0,0
0.39,0.991,0.3,0.0,0.1,0
0.0,0.034,0.04,0.0,0.0,0
0.166,0.64,0.84,0.34,0.87,0
0.0,0.061,0.0,0.0,0.43,0
0.063,0.158,0.2,0.0,0.0,0
0.0,0.671,0.77,0.0,2.32,0
0.202,0.233,0.72,0.4,0.08,0
0.077,1.132,0.31,0.55,0.07,0
0.543,0.453,0.63,0.38,0.52,0
0.141,0.337,0.76,0.29,0.4,0
0.439,0.0,0.0,0.0,0.0,0
0.0,0.323,0.0,0.31,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.109,0.0,0.0,0.0,0
0.0,1.098,0.0,2.59,0.0,0
0.0,3.851,0.0,0.86,0.0,0
0.105,0.052,0.0,0.0,0.0,0
0.158,0.49,0.1,0.6,0.1,0
0.049,0.248,0.33,0.49,0.0,0
0.217,0.593,0.93,0.8,0.4,0
0.158,0.49,0.1,0.6,0.1,0
0.388,0.406,0.31,0.52,0.15,0
0.396,0.974,0.3,0.0,0.1,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.128,0.0,0.0,0.0,0
0.674,0.179,0.0,0.0,0.0,0
0.397,0.977,0.3,0.0,0.1,0
0.0,0.0,0.0,0.0,0.0,0
0.39,0.244,0.0,3.38,0.0,0
0.107,0.287,0.0,0.0,0.11,0
0.223,0.223,0.74,0.0,0.0,0
0.077,0.847,0.49,0.0,0.24,0
0.141,0.343,0.76,0.29,0.4,0
0.452,0.169,0.47,0.0,0.95,0
0.206,0.206,0.0,0.31,0.0,0
0.145,0.145,0.0,0.0,0.0,0
0.673,0.179,0.0,0.0,0.0,0
0.288,0.144,0.0,0.0,0.0,0
0.0,0.334,1.96,0.0,0.0,0
0.037,1.362,0.23,0.0,0.0,0
0.0,0.122,0.38,0.0,0.0,0
0.101,0.859,0.0,0.0,0.33,0
0.101,0.858,0.0,0.0,0.32,0
0.034,0.238,0.0,0.0,0.0,0
0.158,0.49,0.1,0.6,0.1,0
0.224,0.25,0.16,0.91,0.16,0
0.224,0.25,0.16,0.91,0.16,0
0.171,0.343,0.0,0.0,0.93,0
0.83,0.276,0.0,1.3,0.0,0
0.0,0.124,0.39,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.061,0.367,0.0,0.36,0.0,0
0.0,0.328,0.0,0.0,0.0,0
0.161,0.01,0.05,0.74,0.17,0
0.411,0.529,0.65,0.32,0.98,0
0.103,0.309,0.21,0.35,0.07,0
0.216,0.278,0.0,1.06,0.0,0
0.0,0.349,0.0,0.38,0.0,0
0.124,0.124,0.0,0.0,0.0,0
0.0,0.305,0.0,0.0,0.0,0
0.0,1.836,0.0,2.7,0.0,0
0.04,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.056,0.224,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.065,0.0,0.0,0.0,0
0.0,0.021,0.0,0.27,0.0,0
0.828,0.677,0.0,0.24,0.24,0
0.135,0.432,0.18,0.55,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.056,0.225,0.0,0.0,0.0,0
0.0,0.126,0.0,0.0,0.68,0
0.0,0.19,0.28,0.0,0.0,0
0.0,0.291,0.0,0.0,0.0,0
0.432,0.432,0.0,0.75,0.0,0
0.0,0.103,0.65,0.0,0.0,0
0.105,0.079,0.16,0.0,0.0,0
0.101,0.076,0.16,0.0,0.0,0
0.106,0.079,0.17,0.0,0.0,0
0.932,0.435,0.0,1.47,0.0,0
0.192,0.41,0.26,0.13,0.46,0
0.0,0.394,0.0,0.0,0.0,0
0.107,0.08,0.16,0.0,0.0,0
0.0,0.117,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.046,0.371,0.28,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.162,0.339,1.5,0.17,0.26,0
0.0,0.224,0.0,0.0,0.0,0
0.483,1.129,0.0,0.0,0.0,0
0.027,0.0,0.0,0.18,0.0,0
0.163,0.02,0.05,0.75,0.17,0
0.0,0.215,0.0,0.0,0.0,0
0.0,0.301,0.44,0.0,0.0,0
0.035,0.315,0.0,0.0,0.49,0
0.0,0.077,0.0,0.0,0.0,0
0.117,1.179,0.0,0.0,0.0,0
1.457,0.072,0.0,2.53,0.42,0
0.128,0.064,0.0,0.0,0.0,0
0.0,0.0,0.0,0.49,0.0,0
0.145,0.393,0.09,0.59,0.09,0
0.248,0.0,0.0,0.0,0.0,0
0.165,0.01,0.05,0.76,0.17,0
0.0,0.0,0.0,0.0,0.0,0
0.031,0.253,0.09,0.36,0.09,0
0.124,0.035,0.0,0.55,0.0,0
0.345,0.921,0.0,0.0,0.0,0
0.0,0.267,0.47,0.0,0.0,0
0.118,0.033,0.0,0.54,0.0,0
0.031,0.252,0.09,0.36,0.09,0
0.031,0.252,0.09,0.36,0.09,0
0.0,0.347,0.0,0.0,0.0,0
0.173,0.288,0.0,0.65,0.32,0
0.317,0.766,1.38,0.0,1.18,0
0.0,0.61,0.31,0.0,0.0,0
0.229,0.613,1.17,0.0,1.01,0
0.056,0.056,0.0,0.0,0.0,0
0.0,0.134,0.0,0.0,0.72,0
0.031,0.237,0.09,0.36,0.09,0
0.188,0.235,0.27,0.82,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.238,0.238,0.68,0.68,0.0,0
0.0,0.189,0.0,0.0,0.0,0
0.071,0.119,0.22,0.0,0.07,0
0.118,0.408,0.08,0.85,0.08,0
0.0,0.61,0.0,0.0,0.0,0
0.0,0.158,0.0,0.0,0.0,0
0.0,0.124,2.45,0.0,0.0,0
0.105,0.898,0.0,0.0,0.34,0
0.665,0.221,0.0,0.0,0.0,0
1.212,0.071,0.0,0.51,0.0,0
0.173,1.739,0.0,0.0,0.48,0
0.105,0.898,0.0,0.0,0.34,0
0.031,0.237,0.09,0.36,0.09,0
0.118,0.408,0.08,0.85,0.08,0
0.0,0.0,2.32,0.0,0.0,0
0.0,0.636,0.0,0.0,0.0,0
0.184,0.0,0.0,0.78,0.0,0
2.33,0.458,0.57,0.39,0.43,0
0.056,0.131,0.81,0.0,0.23,0
0.0,0.16,0.67,0.0,0.0,0
0.168,1.687,0.0,0.0,0.47,0
0.168,1.683,0.0,0.0,0.46,0
0.032,0.257,0.09,0.36,0.09,0
0.0,0.088,0.0,0.0,0.0,0
0.0,0.979,0.0,0.0,0.0,0
0.0,0.088,0.0,0.0,0.0,0
0.254,0.418,1.07,1.9,0.71,0
0.109,0.875,0.0,0.73,0.0,0
0.0,1.001,0.0,0.0,0.68,0
0.519,0.445,0.61,0.37,0.5,0
0.278,0.123,0.84,0.0,0.67,0
0.0,0.396,0.0,0.0,0.0,0
0.015,0.03,0.09,0.36,0.18,0
0.478,0.095,0.0,1.59,0.0,0
0.475,0.095,0.0,1.58,0.0,0
0.473,0.094,0.0,1.53,0.0,0
0.182,0.384,0.1,0.52,0.0,0
0.138,0.138,0.0,0.0,0.0,0
0.127,1.3,0.47,0.15,0.31,0
0.0,0.455,0.0,0.0,0.0,0
0.127,1.3,0.47,0.15,0.31,0
0.166,0.0,0.32,0.0,0.0,0
0.215,0.0,0.0,0.0,0.0,0
0.16,0.336,0.2,0.4,0.1,0
0.0,0.016,0.0,0.0,0.0,0
0.424,0.424,0.0,1.12,0.0,0
0.0,0.421,0.0,0.0,0.59,0
0.0,0.0,0.0,0.0,0.0,0
0.106,0.287,0.19,0.52,0.06,0
0.0,0.843,0.0,0.0,1.23,0
1.223,2.224,0.0,0.0,0.0,0
1.237,2.249,0.0,0.0,0.0,0
0.175,0.334,0.2,1.14,0.1,0
0.0,1.235,0.0,0.0,0.0,0
0.662,0.441,0.0,0.0,0.0,0
0.0,0.102,0.63,0.0,0.0,0
0.0,0.174,0.0,0.0,0.0,0
0.0,0.173,0.0,0.0,0.0,0
0.132,0.864,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.155,0.326,0.19,0.39,0.09,0
0.064,0.016,0.0,0.73,0.1,0
0.099,0.007,0.14,0.38,0.14,0
0.014,0.611,0.27,0.09,0.36,0
0.552,0.368,0.37,0.0,0.0,0
0.235,0.235,0.0,0.0,0.0,0
0.175,0.878,0.37,0.0,0.0,0
0.175,0.878,0.37,0.0,0.0,0
0.0,4.733,0.0,0.0,0.0,0
0.0,0.0,0.0,0.34,0.17,0
0.161,0.02,0.05,0.74,0.17,0
0.146,0.182,0.0,0.2,0.0,0
0.505,1.199,0.0,0.0,0.0,0
0.148,1.599,0.67,0.22,0.45,0
0.124,0.088,0.19,0.0,0.0,0
0.187,0.0,0.0,0.0,0.0,0
0.0,7.843,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.249,1.663,0.0,0.0,0.46,0
0.168,1.687,0.0,0.0,0.47,0
0.612,2.143,0.0,0.0,0.9,0
0.071,0.131,0.22,0.0,0.07,0
0.204,0.0,1.28,0.0,0.0,0
0.0,0.862,0.0,0.0,0.0,0
0.168,1.683,0.0,0.0,0.47,0
0.168,1.68,0.0,0.0,0.47,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.105,0.899,0.0,0.0,0.34,0
0.389,0.0,0.0,1.08,0.0,0
0.0,0.572,0.0,0.0,0.0,0
0.0,1.326,0.0,0.0,0.0,0
0.059,0.238,0.36,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.573,0.425,0.59,0.34,0.41,0
0.111,0.055,0.62,0.0,0.31,0
0.0,0.768,0.0,0.56,0.0,0
0.022,0.0,0.0,0.14,0.0,0
0.291,0.582,0.27,0.0,0.0,0
0.21,0.0,1.31,0.0,0.0,0
0.21,0.0,1.31,0.0,0.0,0
0.35,0.701,0.0,0.0,0.0,0
0.0,0.819,0.0,0.0,0.0,0
0.0,0.263,0.0,0.0,0.0,0
0.09,0.356,0.47,0.69,0.29,0
0.433,0.433,0.0,0.76,0.0,0
0.182,0.0,0.0,0.0,0.0,0
0.188,0.358,0.21,0.0,0.31,0
0.0,0.242,0.0,0.0,0.0,0
0.0,1.011,0.0,0.0,0.0,0
0.523,0.454,0.54,0.51,0.51,0
0.149,0.298,0.61,0.0,0.2,0
0.341,0.17,0.0,0.0,0.0,0
0.21,0.0,1.31,0.0,0.0,0
0.171,0.0,0.0,0.0,0.0,0
0.524,1.154,0.0,0.0,0.0,0
0.336,0.168,0.0,2.35,2.35,0
0.169,0.0,0.32,0.0,0.0,0
0.174,0.174,0.0,0.51,0.0,0
0.0,0.478,0.0,0.0,0.0,0
0.168,0.0,0.32,0.0,0.0,0
0.168,0.0,0.32,0.0,0.0,0
0.339,0.792,0.0,0.78,0.78,0
0.133,0.601,0.0,0.8,0.0,0
0.341,0.682,0.0,0.78,0.78,0
0.138,0.415,0.0,0.0,0.0,0
0.074,0.149,0.0,0.0,0.0,0
0.0,0.395,0.0,0.0,0.0,0
0.341,0.682,0.0,0.78,0.78,0
0.0,0.121,0.0,0.0,0.0,0
0.524,0.36,0.38,0.46,0.38,0
0.218,1.021,0.0,1.31,0.43,0
0.0,0.234,0.0,0.0,0.0,0
0.0,0.371,0.0,0.0,0.0,0
0.0,0.559,0.0,0.0,0.0,0
0.061,0.185,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.565,0.0,0.0,0.0,0
0.079,0.089,0.05,0.0,0.05,0
0.079,0.089,0.05,0.0,0.05,0
0.0,0.457,0.0,0.0,0.0,0
0.0,0.759,0.0,0.0,0.0,0
0.059,1.008,0.0,0.0,0.38,0
0.059,1.005,0.0,0.0,0.38,0
0.059,1.008,0.0,0.0,0.38,0
0.0,0.034,0.0,0.0,0.0,0
0.0,0.034,0.0,0.0,0.0,0
0.0,0.522,0.65,0.0,0.0,0
0.0,0.034,0.0,0.0,0.0,0
0.0,0.034,0.0,0.0,0.0,0
0.0,0.144,0.6,0.0,0.0,0
0.166,0.0,0.32,0.0,0.0,0
0.118,0.435,0.08,0.85,0.08,0
0.0,2.077,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.74,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.099,0.198,0.65,0.0,0.0,0
0.043,0.175,0.0,0.0,0.0,0
0.118,0.355,0.0,0.74,0.74,0
0.208,0.0,1.29,0.0,0.0,0
0.018,0.112,0.0,0.0,0.0,0
0.118,0.355,0.0,0.0,0.0,0
0.118,0.356,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.047,0.142,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.289,0.52,1.23,0.76,1.23,0
0.037,1.046,0.0,0.0,0.0,0
0.0,0.238,0.71,0.0,0.95,0
0.037,1.046,0.0,0.0,0.0,0
0.191,1.147,0.0,0.0,0.0,0
0.13,0.391,0.0,0.9,0.9,0
0.118,0.355,0.0,0.74,0.74,0
0.107,0.134,0.81,0.16,0.0,0
0.504,0.458,0.54,0.27,0.27,0
0.271,0.465,0.0,1.28,0.0,0
0.313,0.522,0.0,0.64,0.64,0
0.171,0.0,0.0,0.0,0.0,0
0.073,0.367,0.0,0.0,0.0,0
0.112,0.31,0.18,0.0,0.0,0
0.088,0.265,0.0,0.0,0.0,0
0.213,0.0,1.31,0.0,0.0,0
0.0,0.587,0.0,0.0,0.0,0
0.2,1.706,0.0,1.36,1.36,0
0.0,0.198,0.0,0.0,0.0,0
0.0,0.13,0.54,0.0,0.0,0
0.438,0.39,0.0,0.94,0.0,0
0.0,0.371,0.0,0.0,0.0,0
0.158,0.491,0.1,0.6,0.1,0
0.0,0.26,0.0,0.0,0.0,0
0.201,1.105,0.0,0.0,1.24,0
0.062,0.312,0.0,0.0,0.0,0
0.0,0.199,0.0,0.0,0.0,0
0.0,0.199,0.0,0.0,0.0,0
0.0,0.199,0.0,0.0,0.0,0
0.0,0.236,0.0,0.0,0.0,0
0.162,1.626,0.0,0.0,0.45,0
0.244,1.631,0.0,0.0,0.45,0
0.245,1.633,0.0,0.0,0.45,0
0.132,0.53,0.82,0.0,0.82,0
1.313,5.848,0.09,0.0,0.09,0
0.212,0.0,1.31,0.0,0.0,0
0.212,0.0,1.31,0.0,0.0,0
0.141,0.189,0.6,0.0,0.0,0
0.221,1.254,0.0,1.41,0.47,0
0.467,1.203,0.0,0.0,0.0,0
0.254,1.272,4.41,0.0,1.47,0
0.254,1.272,4.41,0.0,1.47,0
0.0,0.18,0.0,0.0,0.0,0
0.0,0.178,0.0,0.0,0.0,0
0.471,1.211,0.0,0.0,0.0,0
1.311,5.84,0.09,0.0,0.09,0
0.467,1.203,0.0,0.0,0.0,0
0.05,0.376,0.3,0.15,0.0,0
0.0,0.087,0.3,0.0,0.15,0
0.041,0.133,0.19,0.0,0.12,0
0.0,0.573,0.0,0.0,0.0,0
0.079,0.099,0.05,0.0,0.05,0
0.0,0.204,0.0,0.0,0.0,0
0.896,0.482,0.44,0.44,0.0,0
0.403,0.672,0.0,0.0,0.0,0
0.342,0.045,0.28,0.84,0.28,0
0.158,0.49,0.1,0.6,0.1,0
0.0,0.823,0.0,0.0,0.0,0
0.266,0.8,0.0,0.0,1.63,0
0.0,0.196,0.0,0.0,0.69,0
0.269,0.539,0.52,1.57,0.0,0
0.166,0.0,0.32,0.0,0.0,0
0.166,0.0,0.32,0.0,0.0,0
0.118,0.486,0.08,0.85,0.08,0
0.167,0.01,0.05,0.82,0.17,0
0.051,0.874,0.0,0.27,0.27,0
0.132,0.663,1.32,0.0,0.0,0
0.0,1.939,0.0,0.0,0.0,0
0.606,0.606,0.0,3.57,0.0,0
0.0,0.0,0.0,0.0,0.54,0
0.0,0.567,0.0,0.0,0.0,0
0.063,0.381,0.35,0.35,1.06,0
0.0,1.244,0.68,0.0,0.68,0
0.0,0.301,0.0,0.0,0.0,0
0.047,0.559,0.0,0.09,0.0,0
0.0,0.804,0.0,0.0,0.0,0
0.167,0.0,0.0,0.0,0.0,0
0.0,0.503,0.0,0.0,0.0,0
0.397,0.976,0.3,0.0,0.1,0
0.36,1.562,0.0,0.8,0.8,0
0.212,0.0,1.31,0.0,0.0,0
0.169,0.508,0.0,0.0,0.0,0
0.079,0.099,0.05,0.0,0.05,0
0.123,0.0,0.0,0.0,0.0,0
0.271,0.0,0.0,0.0,0.29,0
0.169,0.01,0.06,0.84,0.18,0
0.011,0.029,0.0,0.03,0.06,0
0.549,0.481,0.41,0.0,1.24,0
0.082,0.55,0.24,0.16,0.08,0
0.397,0.977,0.3,0.0,0.1,0
0.15,0.037,0.0,0.9,0.0,0
0.212,0.0,1.31,0.0,0.0,0
0.0,0.198,0.0,0.4,0.0,0
0.0,0.121,0.38,0.0,0.0,0
0.0,0.544,0.0,0.0,0.0,0
0.092,0.472,0.0,0.06,0.0,0
0.17,0.17,0.0,0.0,0.0,0
0.868,2.894,0.0,0.0,0.0,0
0.0,0.258,0.0,0.0,1.63,0
0.056,1.151,0.33,0.0,0.16,0
0.979,5.213,0.19,0.0,0.09,0
0.0,2.597,0.0,0.0,0.0,0
0.162,0.01,0.05,0.75,0.17,0
0.04,0.489,0.27,0.0,0.0,0
0.0,0.511,0.0,0.0,1.61,0
0.0,0.496,0.0,0.0,0.0,0
0.0,0.496,0.0,0.0,0.0,0
0.162,0.0,0.31,0.0,0.0,0
0.063,0.379,0.34,0.34,1.04,0
0.183,0.0,0.0,0.0,0.0,0
0.0,0.488,0.0,0.0,0.0,0
0.0,0.21,0.0,0.0,0.14,0
0.196,0.13,0.22,0.22,0.0,0
0.048,0.388,0.29,0.14,0.0,0
0.167,0.167,0.07,0.0,0.07,0
0.163,0.0,0.31,0.0,0.0,0
0.163,0.0,0.31,0.0,0.0,0
0.167,0.01,0.05,0.81,0.17,0
0.232,1.085,0.0,1.45,0.48,0
0.549,0.48,0.41,0.0,1.24,0
0.294,0.261,0.34,0.34,0.34,0
0.0,0.233,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.014,0.092,0.08,0.34,0.17,0
0.014,0.092,0.08,0.34,0.17,0
0.174,0.638,1.04,0.0,0.0,0
0.0,0.14,0.58,0.0,0.0,0
0.0,0.072,0.0,0.0,0.0,0
0.066,0.133,0.4,0.0,0.0,0
1.492,0.213,0.0,0.0,0.0,0
0.156,0.588,0.44,0.44,0.22,0
0.0,0.292,0.0,0.0,0.0,0
0.233,0.467,0.0,0.0,0.74,0
0.0,0.13,0.42,0.0,0.0,0
0.189,0.882,0.0,0.37,0.0,0
0.514,1.799,0.0,0.0,0.0,0
0.113,0.963,0.0,0.0,0.0,0
0.261,1.218,0.0,1.62,0.54,0
0.943,0.628,0.0,5.45,0.0,0
0.957,0.515,0.48,0.48,0.0,0
0.0,0.278,0.0,0.0,0.0,0
0.0,0.833,0.0,0.0,0.0,0
0.0,0.0,0.18,0.0,0.0,0
0.143,0.191,0.6,0.0,0.0,0
0.0,1.326,0.0,0.0,0.0,0
0.136,0.379,0.71,0.27,0.37,0
0.142,0.19,0.6,0.0,0.0,0
0.239,0.239,1.16,0.0,0.58,0
0.0,0.37,0.0,0.0,0.0,0
0.211,0.0,0.3,0.0,0.0,0
0.21,0.0,0.3,0.0,0.0,0
0.0,0.103,0.59,0.0,1.19,0
0.523,0.325,0.46,0.94,0.5,0
0.239,0.239,1.16,0.0,0.58,0
0.211,0.0,0.3,0.0,0.0,0
0.211,0.0,0.3,0.0,0.0,0
0.402,0.402,0.23,0.71,0.47,0
0.0,0.0,0.0,0.59,0.0,0
0.0,4.347,0.0,0.0,0.0,0
0.184,0.036,0.24,0.48,0.0,0
0.184,0.036,0.24,0.48,0.0,0
0.263,0.263,0.34,0.34,0.34,0
0.0,0.802,0.43,0.0,0.43,0
0.0,0.874,0.43,0.0,0.43,0
0.0,0.14,0.58,0.0,0.0,0
0.0,0.543,0.0,0.0,0.0,0
0.118,0.653,0.36,0.0,0.0,0
0.312,0.364,0.0,0.77,0.0,0
0.014,0.099,0.08,0.34,0.17,0
0.0,0.327,0.52,0.0,0.52,0
0.793,0.346,0.33,1.01,0.46,0
0.305,0.249,0.18,0.0,0.18,0
0.014,0.099,0.08,0.34,0.17,0
0.475,1.9,0.0,0.0,0.0,0
0.053,0.053,0.0,0.0,0.0,0
0.197,1.248,0.0,0.37,0.37,0
0.0,0.107,0.0,0.0,0.0,0
0.0,0.411,0.0,0.0,0.0,0
1.33,5.924,0.09,0.0,0.09,0
0.0,0.123,0.38,0.0,0.0,0
0.597,0.298,0.0,3.17,0.0,0
0.0,0.424,0.0,0.0,0.0,0
0.0,0.123,0.38,0.0,0.0,0
0.073,0.25,0.0,0.19,0.06,0
0.122,0.061,0.37,0.0,0.74,0
0.211,0.705,0.0,0.0,0.0,0
5.3,0.904,0.82,0.41,1.24,0
0.111,0.431,0.04,0.29,0.0,0
5.3,0.904,0.82,0.41,1.24,0
0.0,0.0,1.42,0.0,0.0,0
0.0,0.555,0.0,0.0,0.0,0
0.087,0.174,0.0,0.48,1.44,0
0.858,0.328,0.34,0.99,0.47,0
0.0,1.562,0.0,0.0,0.0,0
0.259,1.208,0.0,1.59,0.53,0
0.549,0.48,0.41,0.0,1.24,0
0.345,1.208,0.0,0.0,0.0,0
0.345,1.207,0.0,0.0,0.0,0
0.196,1.246,0.0,0.37,0.37,0
0.141,1.275,0.51,0.17,0.34,0
0.061,0.371,0.12,0.0,0.0,0
0.0,0.08,0.0,0.0,0.0,0
0.78,0.329,0.34,1.02,0.47,0
0.0,0.138,0.0,0.0,0.0,0
0.0,1.939,0.0,0.0,0.0,0
0.0,1.947,0.0,0.0,0.0,0
0.0,1.949,0.0,0.0,0.0,0
0.189,0.586,0.0,0.39,0.19,0
0.062,0.503,0.34,0.34,1.03,0
0.182,0.136,0.0,0.0,0.27,0
0.692,0.0,0.0,0.0,0.0,0
0.061,0.371,0.12,0.0,0.0,0
0.0,0.331,0.0,0.0,0.0,0
0.155,1.634,0.74,0.24,0.49,0
0.103,0.619,0.6,0.0,0.0,0
0.217,0.795,0.46,0.0,0.0,0
0.0,2.362,0.0,0.0,0.67,0
0.147,0.294,0.0,0.0,0.0,0
0.312,0.625,0.49,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,1.473,0.0,0.0,0.0,0
0.349,1.135,0.0,0.0,0.0,0
0.168,0.13,0.23,0.0,0.23,0
0.0,0.441,0.0,0.0,0.0,0
0.248,0.496,0.0,0.47,0.0,0
0.0,0.441,0.0,0.0,0.0,0
0.184,0.036,0.24,0.48,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,2.413,0.0,0.0,0.67,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.734,0.311,0.31,0.97,0.43,0
0.0,0.909,0.0,0.0,0.0,0
0.158,0.49,0.1,0.6,0.1,0
0.147,0.294,0.0,0.0,0.0,0
0.347,1.217,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.434,0.0,0.0,0.0,0
0.0,0.462,0.0,0.0,0.0,0
0.784,0.344,0.34,1.11,0.47,0
0.0,0.706,0.0,0.0,0.0,0
1.357,0.327,0.23,0.0,0.0,0
0.349,0.0,0.0,1.28,0.0,0
0.0,0.416,0.0,0.0,0.0,0
0.0,1.434,0.29,0.0,0.0,0
0.251,0.502,0.0,0.48,0.0,0
0.252,0.421,0.0,0.48,0.0,0
0.254,0.677,0.0,0.49,0.0,0
0.0,0.105,0.0,0.0,0.72,0
0.754,0.318,0.31,1.0,0.45,0
0.0,0.924,0.0,0.0,1.17,0
0.0,0.093,0.64,0.0,0.0,0
0.0,0.093,0.64,0.0,0.0,0
0.0,0.093,0.64,0.0,0.0,0
0.044,0.0,0.0,0.0,0.0,0
0.345,0.345,0.2,0.62,0.41,0
0.0,0.0,0.0,0.0,0.0,0
0.79,0.331,0.34,1.1,0.47,0
0.0,0.464,0.0,0.0,0.0,0
0.501,0.055,0.63,0.31,0.0,0
0.347,1.13,0.0,0.0,0.0,0
0.0,0.464,0.0,0.0,0.0,0
0.0,0.443,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.17,0
0.336,0.112,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.0,0.693,0.12,0.0,0.0,0
0.233,0.405,0.29,0.09,0.19,0
0.188,0.754,0.0,0.0,0.0,0
0.061,0.427,1.09,0.36,0.73,0
0.0,0.0,0.0,0.0,0.0,0
0.045,0.06,0.09,0.0,0.0,0
0.3,0.6,0.0,0.84,0.0,0
0.3,0.6,0.0,0.84,0.0,0
0.116,0.116,0.0,0.0,0.0,0
0.613,0.0,0.0,0.0,0.0,0
0.0,0.298,0.0,0.0,0.0,0
0.0,0.077,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0
0.34,1.191,0.0,0.0,0.0,0
0.121,0.729,0.72,0.0,0.0,0
0.129,0.776,0.84,0.0,0.0,0
0.121,0.729,0.72,0.0,0.0,0
0.8,0.64,0.0,2.04,0.0,0
0.186,0.13,0.34,0.17,0.34,0
0.0,1.417,0.71,0.0,0.71,0
0.103,0.515,0.0,0.0,0.65,0
0.0,0.23,0.0,0.0,0.0,0
0.0,0.492,0.0,0.0,0.0,0
0.0,0.233,0.0,0.0,0.0,0
0.064,0.645,0.0,0.0,0.0,0
0.37,0.444,0.0,2.2,0.44,0
0.116,0.701,0.69,0.0,0.0,0
0.37,0.444,0.0,2.2,0.44,0
0.37,0.444,0.0,2.2,0.44,0
0.37,0.444,0.0,2.2,0.44,0
0.088,0.443,0.0,0.0,0.0,0
0.158,0.49,0.1,0.6,0.1,0
0.0,1.424,0.0,0.0,0.0,0
0.158,0.49,0.1,0.6,0.1,0
